Driver,DriverNumber,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,SpeedI1,SpeedI2,SpeedFL,SpeedST,Compound,TyreLife,Stint,FreshTyre,Position,IsAccurate,TrackStatus,IsPersonalBest
LEC,16,57.0,0 days 00:01:15.875000,0 days 00:00:21.691000,0 days 00:00:23.992000,0 days 00:00:30.192000,239.0,279.0,277.0,299.0,MEDIUM,26.0,2.0,True,4.0,True,1,False
LEC,16,58.0,0 days 00:01:15.970000,0 days 00:00:21.707000,0 days 00:00:24.046000,0 days 00:00:30.217000,238.0,279.0,278.0,299.0,MEDIUM,27.0,2.0,True,4.0,True,1,False
LEC,16,59.0,0 days 00:01:15.981000,0 days 00:00:21.651000,0 days 00:00:24.071000,0 days 00:00:30.259000,238.0,279.0,281.0,301.0,MEDIUM,28.0,2.0,True,4.0,True,1,False
LEC,16,60.0,0 days 00:01:15.550000,0 days 00:00:21.531000,0 days 00:00:23.935000,0 days 00:00:30.084000,237.0,280.0,278.0,302.0,MEDIUM,29.0,2.0,True,4.0,True,1,False
LEC,16,61.0,0 days 00:01:15.397000,0 days 00:00:21.510000,0 days 00:00:23.993000,0 days 00:00:29.894000,239.0,280.0,282.0,306.0,MEDIUM,30.0,2.0,True,4.0,True,12,False
LEC,16,62.0,0 days 00:01:15.574000,0 days 00:00:21.556000,0 days 00:00:24.097000,0 days 00:00:29.921000,238.0,283.0,279.0,305.0,MEDIUM,31.0,2.0,True,4.0,True,1,False
LEC,16,63.0,0 days 00:01:15.917000,0 days 00:00:21.545000,0 days 00:00:24.019000,0 days 00:00:30.353000,237.0,279.0,279.0,300.0,MEDIUM,32.0,2.0,True,4.0,True,1,False
LEC,16,64.0,0 days 00:01:16.651000,0 days 00:00:22.007000,0 days 00:00:24.313000,0 days 00:00:30.331000,236.0,278.0,280.0,299.0,MEDIUM,33.0,2.0,True,4.0,True,1,False
LEC,16,65.0,0 days 00:01:16.472000,0 days 00:00:21.868000,0 days 00:00:24.105000,0 days 00:00:30.499000,238.0,278.0,279.0,299.0,MEDIUM,34.0,2.0,True,4.0,True,1,False
LEC,16,66.0,0 days 00:01:17.210000,0 days 00:00:22.020000,0 days 00:00:24.500000,0 days 00:00:30.690000,236.0,280.0,281.0,300.0,MEDIUM,35.0,2.0,True,4.0,True,1,False
LEC,16,67.0,0 days 00:01:16.468000,0 days 00:00:21.779000,0 days 00:00:24.328000,0 days 00:00:30.361000,239.0,282.0,281.0,302.0,MEDIUM,36.0,2.0,True,4.0,True,1,False
LEC,16,68.0,0 days 00:01:17.526000,0 days 00:00:21.820000,0 days 00:00:24.493000,0 days 00:00:31.213000,239.0,281.0,238.0,303.0,MEDIUM,37.0,2.0,True,4.0,True,1,False
STR,18,1.0,0 days 00:01:41.845000,,0 days 00:00:27.978000,0 days 00:00:33.166000,223.0,266.0,266.0,303.0,SOFT,1.0,1.0,True,20.0,False,1,False
STR,18,2.0,0 days 00:01:25.078000,0 days 00:00:24.736000,0 days 00:00:27.472000,0 days 00:00:32.870000,223.0,270.0,270.0,315.0,SOFT,2.0,1.0,True,16.0,True,1,True
STR,18,3.0,0 days 00:01:24.513000,0 days 00:00:25.059000,0 days 00:00:27.322000,0 days 00:00:32.132000,219.0,267.0,267.0,308.0,SOFT,3.0,1.0,True,15.0,True,1,True
STR,18,4.0,0 days 00:01:22.518000,0 days 00:00:23.609000,0 days 00:00:26.809000,0 days 00:00:32.100000,227.0,270.0,267.0,307.0,SOFT,4.0,1.0,True,16.0,True,1,True
STR,18,5.0,0 days 00:01:21.863000,0 days 00:00:23.563000,0 days 00:00:26.125000,0 days 00:00:32.175000,227.0,266.0,267.0,310.0,SOFT,5.0,1.0,True,16.0,True,1,True
STR,18,6.0,0 days 00:01:20.837000,0 days 00:00:23.248000,0 days 00:00:25.710000,0 days 00:00:31.879000,229.0,267.0,263.0,296.0,SOFT,6.0,1.0,True,16.0,True,1,True
STR,18,7.0,0 days 00:01:20.901000,0 days 00:00:23.232000,0 days 00:00:25.878000,0 days 00:00:31.791000,226.0,262.0,269.0,297.0,SOFT,7.0,1.0,True,16.0,True,1,False
STR,18,8.0,0 days 00:01:23.593000,0 days 00:00:22.996000,0 days 00:00:28.718000,0 days 00:00:31.879000,231.0,262.0,269.0,308.0,SOFT,8.0,1.0,True,17.0,True,1,False
STR,18,9.0,0 days 00:01:20.904000,0 days 00:00:23.235000,0 days 00:00:26.017000,0 days 00:00:31.652000,232.0,273.0,268.0,308.0,SOFT,9.0,1.0,True,18.0,True,1,False
STR,18,10.0,0 days 00:01:20.266000,0 days 00:00:23.112000,0 days 00:00:25.562000,0 days 00:00:31.592000,233.0,271.0,258.0,311.0,SOFT,10.0,1.0,True,18.0,True,1,True
STR,18,11.0,0 days 00:01:20.574000,0 days 00:00:23.149000,0 days 00:00:25.550000,0 days 00:00:31.875000,231.0,268.0,267.0,297.0,SOFT,11.0,1.0,True,19.0,True,1,False
STR,18,12.0,0 days 00:01:20.133000,0 days 00:00:23.103000,0 days 00:00:25.491000,0 days 00:00:31.539000,232.0,269.0,267.0,310.0,SOFT,12.0,1.0,True,17.0,True,12,True
STR,18,13.0,0 days 00:01:20.526000,0 days 00:00:22.889000,0 days 00:00:25.398000,0 days 00:00:32.239000,230.0,267.0,264.0,304.0,SOFT,13.0,1.0,True,18.0,True,21,False
STR,18,14.0,0 days 00:01:36.211000,0 days 00:00:23.023000,0 days 00:00:25.498000,0 days 00:00:47.690000,229.0,267.0,,314.0,SOFT,14.0,1.0,True,19.0,False,1,False
STR,18,15.0,0 days 00:01:25.811000,0 days 00:00:26.518000,0 days 00:00:26.997000,0 days 00:00:32.296000,226.0,265.0,260.0,288.0,SOFT,1.0,2.0,True,19.0,False,1,False
STR,18,16.0,0 days 00:01:22.036000,0 days 00:00:23.335000,0 days 00:00:25.734000,0 days 00:00:32.967000,229.0,266.0,262.0,283.0,SOFT,2.0,2.0,True,19.0,True,1,False
STR,18,17.0,0 days 00:01:21.135000,0 days 00:00:23.174000,0 days 00:00:25.688000,0 days 00:00:32.273000,229.0,266.0,270.0,285.0,SOFT,3.0,2.0,True,19.0,True,12,False
STR,18,18.0,0 days 00:01:19.680000,0 days 00:00:22.989000,0 days 00:00:25.362000,0 days 00:00:31.329000,232.0,270.0,262.0,309.0,SOFT,4.0,2.0,True,19.0,True,21,True
STR,18,19.0,0 days 00:01:20.036000,0 days 00:00:22.824000,0 days 00:00:25.718000,0 days 00:00:31.494000,229.0,265.0,252.0,296.0,SOFT,5.0,2.0,True,19.0,True,1,False
STR,18,20.0,0 days 00:01:23.042000,0 days 00:00:24.332000,0 days 00:00:25.510000,0 days 00:00:33.200000,228.0,265.0,271.0,296.0,SOFT,6.0,2.0,True,19.0,True,1,False
STR,18,21.0,0 days 00:01:19.862000,0 days 00:00:22.823000,0 days 00:00:25.325000,0 days 00:00:31.714000,233.0,269.0,261.0,291.0,SOFT,7.0,2.0,True,19.0,True,1,False
STR,18,22.0,0 days 00:01:21.253000,0 days 00:00:22.790000,0 days 00:00:26.164000,0 days 00:00:32.299000,228.0,259.0,274.0,314.0,SOFT,8.0,2.0,True,19.0,True,1,False
STR,18,23.0,0 days 00:01:19.122000,0 days 00:00:22.685000,0 days 00:00:25.176000,0 days 00:00:31.261000,235.0,271.0,269.0,302.0,SOFT,9.0,2.0,True,19.0,True,1,True
STR,18,24.0,0 days 00:01:19.142000,0 days 00:00:22.627000,0 days 00:00:25.235000,0 days 00:00:31.280000,232.0,268.0,269.0,298.0,SOFT,10.0,2.0,True,19.0,True,1,False
STR,18,25.0,0 days 00:01:19.076000,0 days 00:00:22.524000,0 days 00:00:25.234000,0 days 00:00:31.318000,232.0,268.0,266.0,294.0,SOFT,11.0,2.0,True,18.0,True,1,True
STR,18,26.0,0 days 00:01:20.571000,0 days 00:00:22.720000,0 days 00:00:25.308000,0 days 00:00:32.543000,232.0,268.0,268.0,277.0,SOFT,12.0,2.0,True,18.0,True,1,False
STR,18,27.0,0 days 00:01:19.395000,0 days 00:00:22.828000,0 days 00:00:25.263000,0 days 00:00:31.304000,232.0,269.0,269.0,298.0,SOFT,13.0,2.0,True,18.0,True,1,False
STR,18,28.0,0 days 00:01:22.859000,0 days 00:00:24.661000,0 days 00:00:26.679000,0 days 00:00:31.519000,230.0,272.0,267.0,302.0,SOFT,14.0,2.0,True,18.0,True,12,False
STR,18,29.0,0 days 00:01:42.893000,0 days 00:00:29.555000,0 days 00:00:36.851000,0 days 00:00:36.487000,153.0,225.0,238.0,278.0,SOFT,15.0,2.0,True,18.0,False,26,False
STR,18,30.0,0 days 00:01:44.767000,0 days 00:00:32.374000,0 days 00:00:34.879000,0 days 00:00:37.514000,168.0,153.0,262.0,268.0,SOFT,16.0,2.0,True,17.0,False,671,False
STR,18,31.0,0 days 00:01:22.230000,0 days 00:00:23.789000,0 days 00:00:26.427000,0 days 00:00:32.014000,228.0,268.0,269.0,266.0,SOFT,17.0,2.0,True,17.0,True,1,False
STR,18,32.0,0 days 00:01:21.397000,0 days 00:00:22.756000,0 days 00:00:26.709000,0 days 00:00:31.932000,231.0,276.0,224.0,310.0,SOFT,18.0,2.0,True,17.0,True,1,False
STR,18,33.0,0 days 00:01:20.465000,0 days 00:00:23.407000,0 days 00:00:25.669000,0 days 00:00:31.389000,232.0,271.0,255.0,301.0,SOFT,19.0,2.0,True,17.0,True,1,False
STR,18,34.0,0 days 00:01:23.956000,0 days 00:00:24.688000,0 days 00:00:26.412000,0 days 00:00:32.856000,232.0,275.0,271.0,260.0,SOFT,20.0,2.0,True,17.0,True,1,False
STR,18,35.0,0 days 00:01:19.902000,0 days 00:00:23.006000,0 days 00:00:25.383000,0 days 00:00:31.513000,232.0,271.0,238.0,298.0,SOFT,21.0,2.0,True,17.0,True,1,False
STR,18,36.0,0 days 00:01:20.547000,0 days 00:00:23.959000,0 days 00:00:25.284000,0 days 00:00:31.304000,233.0,273.0,272.0,301.0,SOFT,22.0,2.0,True,17.0,True,1,False
STR,18,37.0,0 days 00:01:19.966000,0 days 00:00:23.416000,0 days 00:00:25.276000,0 days 00:00:31.274000,234.0,272.0,272.0,300.0,SOFT,23.0,2.0,True,17.0,True,1,False
STR,18,38.0,0 days 00:01:19.250000,0 days 00:00:22.733000,0 days 00:00:25.150000,0 days 00:00:31.367000,234.0,270.0,268.0,296.0,SOFT,24.0,2.0,True,17.0,True,12,False
STR,18,39.0,0 days 00:01:18.721000,0 days 00:00:22.417000,0 days 00:00:25.139000,0 days 00:00:31.165000,233.0,270.0,268.0,294.0,SOFT,25.0,2.0,True,16.0,True,1,True
STR,18,40.0,0 days 00:01:20.294000,0 days 00:00:24.036000,0 days 00:00:25.193000,0 days 00:00:31.065000,233.0,271.0,270.0,298.0,SOFT,26.0,2.0,True,16.0,True,1,False
STR,18,41.0,0 days 00:01:18.926000,0 days 00:00:22.559000,0 days 00:00:25.137000,0 days 00:00:31.230000,233.0,270.0,269.0,294.0,SOFT,27.0,2.0,True,15.0,True,1,False
STR,18,42.0,0 days 00:01:21.728000,0 days 00:00:24.007000,0 days 00:00:26.360000,0 days 00:00:31.361000,231.0,272.0,267.0,297.0,SOFT,28.0,2.0,True,15.0,True,1,False
STR,18,43.0,0 days 00:01:30.971000,0 days 00:00:22.681000,0 days 00:00:25.006000,0 days 00:00:43.284000,234.0,271.0,250.0,245.0,SOFT,29.0,2.0,True,15.0,False,16,False
STR,18,44.0,0 days 00:01:22.845000,0 days 00:00:25.513000,0 days 00:00:25.718000,0 days 00:00:31.614000,231.0,270.0,270.0,293.0,SOFT,30.0,2.0,True,15.0,False,671,False
STR,18,45.0,0 days 00:01:20.912000,0 days 00:00:22.622000,0 days 00:00:26.417000,0 days 00:00:31.873000,233.0,270.0,264.0,289.0,SOFT,31.0,2.0,True,15.0,True,1,False
STR,18,46.0,0 days 00:01:20.342000,0 days 00:00:22.843000,0 days 00:00:25.420000,0 days 00:00:32.079000,232.0,268.0,264.0,288.0,SOFT,32.0,2.0,True,15.0,True,1,False
STR,18,47.0,0 days 00:01:21.287000,0 days 00:00:24.286000,0 days 00:00:25.543000,0 days 00:00:31.458000,232.0,270.0,268.0,294.0,SOFT,33.0,2.0,True,15.0,True,1,False
STR,18,48.0,0 days 00:01:20.532000,0 days 00:00:22.968000,0 days 00:00:25.512000,0 days 00:00:32.052000,232.0,269.0,215.0,291.0,SOFT,34.0,2.0,True,15.0,True,1,False
STR,18,49.0,0 days 00:01:36.887000,0 days 00:00:23.475000,0 days 00:00:25.458000,0 days 00:00:47.954000,232.0,270.0,,294.0,SOFT,35.0,2.0,True,15.0,False,16,False
STR,18,50.0,0 days 00:01:45.680000,0 days 00:00:29.868000,0 days 00:00:32.337000,0 days 00:00:43.475000,230.0,249.0,237.0,303.0,MEDIUM,1.0,3.0,True,15.0,False,67,False
STR,18,51.0,0 days 00:01:22.024000,0 days 00:00:24.574000,0 days 00:00:25.714000,0 days 00:00:31.736000,231.0,262.0,273.0,296.0,MEDIUM,2.0,3.0,True,15.0,False,71,False
STR,18,52.0,0 days 00:01:20.845000,0 days 00:00:22.818000,0 days 00:00:25.362000,0 days 00:00:32.665000,234.0,269.0,269.0,266.0,MEDIUM,3.0,3.0,True,15.0,True,1,False
STR,18,53.0,0 days 00:01:19.609000,0 days 00:00:22.888000,0 days 00:00:25.428000,0 days 00:00:31.293000,235.0,272.0,271.0,298.0,MEDIUM,4.0,3.0,True,15.0,True,1,False
STR,18,54.0,0 days 00:01:19.160000,0 days 00:00:22.614000,0 days 00:00:25.116000,0 days 00:00:31.430000,235.0,271.0,269.0,293.0,MEDIUM,5.0,3.0,True,15.0,True,1,False
STR,18,55.0,0 days 00:01:20.146000,0 days 00:00:23.708000,0 days 00:00:25.265000,0 days 00:00:31.173000,233.0,273.0,274.0,297.0,MEDIUM,6.0,3.0,True,15.0,True,1,False
STR,18,56.0,0 days 00:01:22.541000,0 days 00:00:22.669000,0 days 00:00:27.912000,0 days 00:00:31.960000,232.0,273.0,271.0,301.0,MEDIUM,7.0,3.0,True,15.0,True,1,False
STR,18,57.0,0 days 00:01:20.797000,0 days 00:00:24.098000,0 days 00:00:25.478000,0 days 00:00:31.221000,235.0,272.0,271.0,300.0,MEDIUM,8.0,3.0,True,15.0,True,1,False
STR,18,58.0,0 days 00:01:19.136000,0 days 00:00:22.763000,0 days 00:00:25.178000,0 days 00:00:31.195000,235.0,271.0,271.0,298.0,MEDIUM,9.0,3.0,True,15.0,True,12,False
STR,18,59.0,0 days 00:01:18.877000,0 days 00:00:22.536000,0 days 00:00:25.111000,0 days 00:00:31.230000,236.0,271.0,271.0,293.0,MEDIUM,10.0,3.0,True,15.0,True,1,False
STR,18,60.0,0 days 00:01:19.412000,0 days 00:00:22.738000,0 days 00:00:25.307000,0 days 00:00:31.367000,234.0,270.0,269.0,291.0,MEDIUM,11.0,3.0,True,15.0,True,1,False
STR,18,61.0,0 days 00:01:19.012000,0 days 00:00:22.593000,0 days 00:00:25.047000,0 days 00:00:31.372000,235.0,270.0,270.0,290.0,MEDIUM,12.0,3.0,True,15.0,True,1,False
STR,18,62.0,0 days 00:01:19.435000,0 days 00:00:22.491000,0 days 00:00:25.122000,0 days 00:00:31.822000,235.0,270.0,271.0,284.0,MEDIUM,13.0,3.0,True,15.0,True,1,False
STR,18,63.0,0 days 00:01:19.249000,0 days 00:00:22.670000,0 days 00:00:25.674000,0 days 00:00:30.905000,233.0,277.0,275.0,307.0,MEDIUM,14.0,3.0,True,15.0,True,1,False
STR,18,64.0,0 days 00:01:26.632000,0 days 00:00:22.498000,0 days 00:00:25.056000,0 days 00:00:39.078000,235.0,272.0,254.0,241.0,MEDIUM,15.0,3.0,True,15.0,True,1,False
ALB,23,1.0,0 days 00:01:39.163000,,0 days 00:00:29.380000,0 days 00:00:33.908000,180.0,276.0,270.0,323.0,SOFT,1.0,1.0,True,19.0,False,1,False
ALB,23,2.0,0 days 00:01:25.514000,0 days 00:00:25.435000,0 days 00:00:27.841000,0 days 00:00:32.238000,220.0,278.0,248.0,324.0,SOFT,2.0,1.0,True,14.0,True,1,False
ALB,23,3.0,0 days 00:01:22.804000,0 days 00:00:24.572000,0 days 00:00:26.098000,0 days 00:00:32.134000,227.0,274.0,276.0,300.0,SOFT,3.0,1.0,True,13.0,True,1,True
ALB,23,4.0,0 days 00:01:20.367000,0 days 00:00:23.311000,0 days 00:00:25.675000,0 days 00:00:31.381000,231.0,276.0,278.0,306.0,SOFT,4.0,1.0,True,13.0,True,1,True
ALB,23,5.0,0 days 00:01:19.059000,0 days 00:00:22.778000,0 days 00:00:25.230000,0 days 00:00:31.051000,235.0,281.0,279.0,323.0,SOFT,5.0,1.0,True,13.0,True,1,True
ALB,23,6.0,0 days 00:01:19.533000,0 days 00:00:22.931000,0 days 00:00:25.503000,0 days 00:00:31.099000,238.0,285.0,281.0,325.0,SOFT,6.0,1.0,True,12.0,True,1,False
ALB,23,7.0,0 days 00:01:18.638000,0 days 00:00:22.576000,0 days 00:00:25.064000,0 days 00:00:30.998000,230.0,275.0,265.0,314.0,SOFT,7.0,1.0,True,12.0,True,1,True
ALB,23,8.0,0 days 00:01:19.217000,0 days 00:00:23.132000,0 days 00:00:25.303000,0 days 00:00:30.782000,236.0,290.0,272.0,318.0,SOFT,8.0,1.0,True,12.0,True,1,False
ALB,23,9.0,0 days 00:01:17.641000,0 days 00:00:22.172000,0 days 00:00:24.778000,0 days 00:00:30.691000,237.0,280.0,266.0,314.0,SOFT,9.0,1.0,True,12.0,True,1,True
ALB,23,10.0,0 days 00:01:17.496000,0 days 00:00:22.145000,0 days 00:00:24.682000,0 days 00:00:30.669000,237.0,276.0,268.0,309.0,SOFT,10.0,1.0,True,12.0,True,1,True
ALB,23,11.0,0 days 00:01:17.221000,0 days 00:00:21.979000,0 days 00:00:24.649000,0 days 00:00:30.593000,238.0,280.0,282.0,316.0,SOFT,11.0,1.0,True,12.0,True,1,True
ALB,23,12.0,,,,,,,,,SOFT,12.0,1.0,True,,False,12,
HUL,27,1.0,0 days 00:01:33.863000,,0 days 00:00:27.701000,0 days 00:00:33.081000,200.0,280.0,269.0,330.0,INTERMEDIATE,1.0,1.0,True,10.0,False,1,False
HUL,27,2.0,0 days 00:01:43.067000,0 days 00:00:25.038000,0 days 00:00:27.491000,0 days 00:00:50.538000,216.0,272.0,,311.0,INTERMEDIATE,2.0,1.0,True,18.0,False,1,False
HUL,27,3.0,0 days 00:01:25.251000,0 days 00:00:26.408000,0 days 00:00:26.732000,0 days 00:00:32.111000,226.0,272.0,271.0,303.0,SOFT,5.0,2.0,False,17.0,False,1,False
HUL,27,4.0,0 days 00:01:21.051000,0 days 00:00:23.277000,0 days 00:00:25.417000,0 days 00:00:32.357000,240.0,270.0,268.0,303.0,SOFT,6.0,2.0,False,17.0,True,1,False
HUL,27,5.0,0 days 00:01:19.925000,0 days 00:00:23.028000,0 days 00:00:25.525000,0 days 00:00:31.372000,236.0,268.0,272.0,303.0,SOFT,7.0,2.0,False,17.0,True,1,True
HUL,27,6.0,0 days 00:01:21.876000,0 days 00:00:22.520000,0 days 00:00:25.128000,0 days 00:00:34.228000,236.0,270.0,277.0,303.0,SOFT,8.0,2.0,False,18.0,True,1,False
HUL,27,7.0,0 days 00:01:18.523000,0 days 00:00:22.616000,0 days 00:00:24.964000,0 days 00:00:30.943000,238.0,273.0,277.0,310.0,SOFT,9.0,2.0,False,18.0,True,1,True
HUL,27,8.0,0 days 00:01:18.096000,0 days 00:00:22.280000,0 days 00:00:24.931000,0 days 00:00:30.885000,237.0,275.0,283.0,317.0,SOFT,10.0,2.0,False,18.0,True,1,True
HUL,27,9.0,0 days 00:01:19.186000,0 days 00:00:22.944000,0 days 00:00:24.986000,0 days 00:00:31.256000,235.0,276.0,269.0,302.0,SOFT,11.0,2.0,False,17.0,True,1,False
HUL,27,10.0,0 days 00:01:18.341000,0 days 00:00:22.422000,0 days 00:00:24.954000,0 days 00:00:30.965000,235.0,270.0,273.0,303.0,SOFT,12.0,2.0,False,17.0,True,1,False
HUL,27,11.0,0 days 00:01:18.001000,0 days 00:00:22.148000,0 days 00:00:24.776000,0 days 00:00:31.077000,236.0,271.0,274.0,304.0,SOFT,13.0,2.0,False,17.0,True,1,True
HUL,27,12.0,0 days 00:01:17.988000,0 days 00:00:22.062000,0 days 00:00:24.637000,0 days 00:00:31.289000,237.0,272.0,275.0,306.0,SOFT,14.0,2.0,False,15.0,True,12,True
HUL,27,13.0,0 days 00:01:18.209000,0 days 00:00:22.042000,0 days 00:00:24.672000,0 days 00:00:31.495000,236.0,270.0,275.0,311.0,SOFT,15.0,2.0,False,15.0,True,2,False
HUL,27,14.0,0 days 00:01:17.676000,0 days 00:00:22.087000,0 days 00:00:24.828000,0 days 00:00:30.761000,237.0,273.0,274.0,306.0,SOFT,16.0,2.0,False,15.0,True,21,True
HUL,27,15.0,0 days 00:01:17.389000,0 days 00:00:21.988000,0 days 00:00:24.659000,0 days 00:00:30.742000,239.0,273.0,276.0,307.0,SOFT,17.0,2.0,False,15.0,True,1,True
HUL,27,16.0,0 days 00:01:19.039000,0 days 00:00:22.578000,0 days 00:00:25.363000,0 days 00:00:31.098000,229.0,281.0,274.0,310.0,SOFT,18.0,2.0,False,13.0,True,1,False
HUL,27,17.0,0 days 00:01:17.698000,0 days 00:00:22.044000,0 days 00:00:24.581000,0 days 00:00:31.073000,238.0,277.0,280.0,304.0,SOFT,19.0,2.0,False,12.0,True,1,False
HUL,27,18.0,0 days 00:01:17.496000,0 days 00:00:22.050000,0 days 00:00:24.568000,0 days 00:00:30.878000,237.0,271.0,274.0,303.0,SOFT,20.0,2.0,False,12.0,True,12,False
HUL,27,19.0,0 days 00:01:17.126000,0 days 00:00:21.876000,0 days 00:00:24.544000,0 days 00:00:30.706000,238.0,272.0,275.0,304.0,SOFT,21.0,2.0,False,12.0,True,1,True
HUL,27,20.0,0 days 00:01:40.437000,0 days 00:00:21.833000,0 days 00:00:24.569000,0 days 00:00:54.035000,237.0,277.0,,311.0,SOFT,22.0,2.0,False,14.0,False,1,False
HUL,27,21.0,0 days 00:01:22.641000,0 days 00:00:25.611000,0 days 00:00:25.653000,0 days 00:00:31.377000,232.0,274.0,271.0,301.0,MEDIUM,1.0,3.0,False,14.0,False,1,False
HUL,27,22.0,0 days 00:01:18.264000,0 days 00:00:22.432000,0 days 00:00:24.733000,0 days 00:00:31.099000,238.0,271.0,273.0,301.0,MEDIUM,2.0,3.0,False,14.0,True,1,False
HUL,27,23.0,0 days 00:01:17.726000,0 days 00:00:22.152000,0 days 00:00:24.576000,0 days 00:00:30.998000,237.0,272.0,272.0,301.0,MEDIUM,3.0,3.0,False,14.0,True,1,False
HUL,27,24.0,0 days 00:01:17.589000,0 days 00:00:22.088000,0 days 00:00:24.634000,0 days 00:00:30.867000,238.0,273.0,271.0,304.0,MEDIUM,4.0,3.0,False,14.0,True,1,False
HUL,27,25.0,0 days 00:01:17.452000,0 days 00:00:22.062000,0 days 00:00:24.564000,0 days 00:00:30.826000,238.0,274.0,273.0,302.0,MEDIUM,5.0,3.0,False,14.0,True,1,False
HUL,27,26.0,0 days 00:01:17.472000,0 days 00:00:21.993000,0 days 00:00:24.557000,0 days 00:00:30.922000,239.0,273.0,273.0,302.0,MEDIUM,6.0,3.0,False,14.0,True,1,False
HUL,27,27.0,0 days 00:01:17.730000,0 days 00:00:22.076000,0 days 00:00:24.681000,0 days 00:00:30.973000,239.0,273.0,273.0,304.0,MEDIUM,7.0,3.0,False,14.0,True,1,False
HUL,27,28.0,0 days 00:01:17.633000,0 days 00:00:22.154000,0 days 00:00:24.574000,0 days 00:00:30.905000,239.0,273.0,274.0,303.0,MEDIUM,8.0,3.0,False,14.0,True,1,False
HUL,27,29.0,0 days 00:01:29.696000,0 days 00:00:22.031000,0 days 00:00:25.892000,0 days 00:00:41.773000,239.0,278.0,223.0,227.0,MEDIUM,9.0,3.0,False,14.0,False,126,False
HUL,27,30.0,0 days 00:01:44.082000,0 days 00:00:29.520000,0 days 00:00:36.436000,0 days 00:00:38.126000,225.0,218.0,263.0,150.0,MEDIUM,10.0,3.0,False,13.0,False,6,False
HUL,27,31.0,0 days 00:01:33.293000,0 days 00:00:30.035000,0 days 00:00:31.573000,0 days 00:00:31.685000,183.0,272.0,277.0,298.0,MEDIUM,11.0,3.0,False,13.0,False,671,False
HUL,27,32.0,0 days 00:01:18.388000,0 days 00:00:22.721000,0 days 00:00:24.853000,0 days 00:00:30.814000,241.0,274.0,277.0,305.0,MEDIUM,12.0,3.0,False,13.0,True,1,False
HUL,27,33.0,0 days 00:01:17.902000,0 days 00:00:22.353000,0 days 00:00:24.643000,0 days 00:00:30.906000,238.0,274.0,275.0,300.0,MEDIUM,13.0,3.0,False,13.0,True,1,False
HUL,27,34.0,0 days 00:01:17.032000,0 days 00:00:22.007000,0 days 00:00:24.425000,0 days 00:00:30.600000,240.0,274.0,276.0,302.0,MEDIUM,14.0,3.0,False,13.0,True,1,True
HUL,27,35.0,0 days 00:01:17.051000,0 days 00:00:21.972000,0 days 00:00:24.431000,0 days 00:00:30.648000,239.0,274.0,278.0,303.0,MEDIUM,15.0,3.0,False,13.0,True,1,False
HUL,27,36.0,0 days 00:01:16.838000,0 days 00:00:21.850000,0 days 00:00:24.501000,0 days 00:00:30.487000,239.0,274.0,277.0,305.0,MEDIUM,16.0,3.0,False,13.0,True,1,True
HUL,27,37.0,0 days 00:01:16.578000,0 days 00:00:21.885000,0 days 00:00:24.315000,0 days 00:00:30.378000,239.0,274.0,276.0,306.0,MEDIUM,17.0,3.0,False,13.0,True,1,True
HUL,27,38.0,0 days 00:01:17.028000,0 days 00:00:21.895000,0 days 00:00:24.421000,0 days 00:00:30.712000,238.0,275.0,275.0,306.0,MEDIUM,18.0,3.0,False,13.0,True,1,False
HUL,27,39.0,0 days 00:01:16.689000,0 days 00:00:21.710000,0 days 00:00:24.528000,0 days 00:00:30.451000,240.0,275.0,276.0,308.0,MEDIUM,19.0,3.0,False,12.0,True,12,False
HUL,27,40.0,0 days 00:01:16.650000,0 days 00:00:21.734000,0 days 00:00:24.423000,0 days 00:00:30.493000,241.0,277.0,277.0,310.0,MEDIUM,20.0,3.0,False,12.0,True,1,False
HUL,27,41.0,0 days 00:01:16.837000,0 days 00:00:21.978000,0 days 00:00:24.325000,0 days 00:00:30.534000,240.0,275.0,275.0,301.0,MEDIUM,21.0,3.0,False,12.0,True,1,False
HUL,27,42.0,0 days 00:01:16.798000,0 days 00:00:21.990000,0 days 00:00:24.437000,0 days 00:00:30.371000,240.0,275.0,275.0,301.0,MEDIUM,22.0,3.0,False,12.0,True,1,False
HUL,27,43.0,0 days 00:01:16.851000,0 days 00:00:21.845000,0 days 00:00:24.376000,0 days 00:00:30.630000,240.0,274.0,275.0,299.0,MEDIUM,23.0,3.0,False,12.0,True,1,False
HUL,27,44.0,0 days 00:01:22.025000,0 days 00:00:21.737000,0 days 00:00:24.250000,0 days 00:00:36.038000,240.0,274.0,266.0,238.0,MEDIUM,24.0,3.0,False,12.0,False,16,False
HUL,27,45.0,0 days 00:01:27.249000,0 days 00:00:28.900000,0 days 00:00:27.572000,0 days 00:00:30.777000,168.0,277.0,278.0,301.0,MEDIUM,25.0,3.0,False,12.0,False,671,False
HUL,27,46.0,0 days 00:01:17.069000,0 days 00:00:21.912000,0 days 00:00:24.396000,0 days 00:00:30.761000,241.0,275.0,275.0,302.0,MEDIUM,26.0,3.0,False,12.0,True,1,False
HUL,27,47.0,0 days 00:01:17.101000,0 days 00:00:21.977000,0 days 00:00:24.475000,0 days 00:00:30.649000,239.0,274.0,276.0,301.0,MEDIUM,27.0,3.0,False,12.0,True,1,False
